Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Company Name,Company Type,Address,Main Parcel,Description,DBA
2006-2023,BD Roofing - Res - Replace,Approved ,,,5/17/2006,,,Plan,,,753 FOSTER RD Hallandale Beach FL 33009,514221340258,,
2013-2083,BD Roofing - Res - Replace,Approved ,,,6/24/2013,,,Plan,,,210 SW 6 AVE Hallandale Beach FL 33009,514228010140,,
2003-1871,BD Roofing - Res - Replace,Approved ,,,6/17/2003,,,Plan,,,725 SW 2 CT Hallandale Beach FL 33009,514228400050,,
2014-0793,BD Roofing - Res - Replace,Approved ,,,1/16/2014,,,Plan,,,759 FOSTER RD Hallandale Beach FL 33009,514221340260,,
2001-0142,BD Roofing - Res - Replace,Approved ,,,10/27/2000,,,Plan,,,225 SE 2 ST Hallandale Beach FL 33009,514227080140,,
2006-1451,BD Roofing - Res - Replace,Approved ,,,4/4/2006,,,Plan,,,219 NW 7 ST Hallandale Beach FL 33009,514221170130,,
2006-1427,BD Roofing - Res - Replace,Approved ,,,3/31/2006,,,Plan,,,324 NW 3 ST Hallandale Beach FL 33009,514221100010,,
2000-0162,BD Roofing - Res - Replace,Approved ,,,11/2/1999,,,Plan,,,730 NW 1 ST Hallandale Beach FL 33009,514228150070,,
2007-0008,BD Roofing - Res - Replace,Approved ,,,10/3/2006,,,Plan,,,317 SW 8 ST Hallandale Beach FL 33009,514228370050,,
2001-0687,BD Roofing - Res - Replace,Approved ,,,1/22/2001,,,Plan,,,3209 S OCEAN DR Hallandale Beach FL 33009,514226NU0000,,
2010-1614,BD Roofing - Res - Replace,Approved ,,,4/21/2010,,,Plan,,,609 NW 4 CT Hallandale Beach FL 33009,514221250190,,
2007-2162,BD Roofing - Res - Replace,Approved ,,,7/27/2007,,,Plan,,,1004 NW 6 TER Hallandale Beach FL 33009,514221240060,,
2003-0976,BD Roofing - Res - Replace,Approved ,,,2/19/2003,,,Plan,,,512 NW 9 ST Hallandale Beach FL 33009,514221160410,,
2004-2040,BD Roofing - Res - Replace,Approved ,,,7/1/2004,,,Plan,,,200 NE 2 AVE Hallandale Beach FL 33009,514227290140,,
2005-1475,BD Roofing - Res - Replace,Approved ,,,4/6/2005,,,Plan,,,651 NW 3 CT Hallandale Beach FL 33009,514221181101,,
2003-2124,BD Roofing - Res - Replace,Approved ,,,7/22/2003,,,Plan,,,1936 S OCEAN DR Hallandale Beach FL 33009,514226NV0000,,
2015-0182,BD Roofing - Res - Replace,Approved ,,,10/28/2014,,,Plan,,,124 SW 3 AVE Hallandale Beach FL 33009,514228022360,,
2004-0273,BD Roofing - Res - Replace,Approved ,,,11/5/2003,,,Plan,,,737 SW 5 CT Hallandale Beach FL 33009,514228170120,,
PL-BROR-16-04019,BD Roofing - Res - Replace,Approved ,,,11/29/2016,,,Plan,,,418 SW 2 AVE HALLANDALE BEACH FL 33009,514228310190,,
2010-0298,BD Roofing - Res - Replace,Approved ,,,11/12/2009,,,Plan,,,329 SW 9 TER Hallandale Beach FL 33009,514228290580,,
2006-0508,BD Roofing - Res - Replace,Approved ,,,12/28/2005,,,Plan,,,320 SW 10 TER Hallandale Beach FL 33009,514228290280,,
2004-1032,BD Roofing - Res - Replace,Approved ,,,2/23/2004,,,Plan,,,1125 NE 3 ST Hallandale Beach FL 33009,514222390420,,
2007-2497,BD Roofing - Res - Replace,Approved ,,,9/19/2007,,,Plan,,,445 LESLIE DR Hallandale Beach FL 33009,514223140500,,
2000-2049,BD Roofing - Res - Replace,Approved ,,,9/11/2000,,,Plan,,,1041 SW 5 ST Hallandale Beach FL 33009,514228440020,,
2013-0338,BD Roofing - Res - Replace,Approved ,,,11/14/2012,,,Plan,,,614 NE 2 ST Hallandale Beach FL 33009,514227250251,,
2015-1208,BD Roofing - Res - Replace,Approved ,,,3/3/2015,,,Plan,,,611 LESLIE DR Hallandale Beach FL 33009,514223140180,,
2014-1117,BD Roofing - Res - Replace,Approved ,,,2/26/2014,,,Plan,,,511 LESLIE DR Hallandale Beach FL 33009,514223140490,,
2008-1821,BD Roofing - Res - Replace,Approved ,,,7/22/2008,,,Plan,,,915 NW 2 AVE Hallandale Beach FL 33009,514221040210,,
2006-0733,BD Roofing - Res - Replace,Approved ,,,1/26/2006,,,Plan,,,806 NE 4 ST Hallandale Beach FL 33009,514222030093,,
2006-1599,BD Roofing - Res - Replace,Approved ,,,4/13/2006,,,Plan,,,704 SW 7 TER Hallandale Beach FL 33009,514228190210,,
2013-0361,BD Roofing - Res - Replace,Approved ,,,11/15/2012,,,Plan,,,616 SW 4 ST Hallandale Beach FL 33009,514228260120,,
2013-1331,BD Roofing - Res - Replace,Approved ,,,4/5/2013,,,Plan,,,219 NE 14 AVE Hallandale Beach FL 33009,514227AF0000,,
2002-0693,BD Roofing - Res - Replace,Approved ,,,1/18/2002,,,Plan,,,803 SW 8 AVE Hallandale Beach FL 33009,514228190090,,
2013-0899,BD Roofing - Res - Replace,Approved ,,,2/7/2013,,,Plan,,,647 SW 5 CT Hallandale Beach FL 33009,514228160260,,
2013-0550,BD Roofing - Res - Replace,Approved ,,,12/17/2012,,,Plan,,,416 SW 4 TER Hallandale Beach FL 33009,514228260631,,
2006-0972,BD Roofing - Res - Replace,On-Review,,,2/17/2006,,,Plan,,,701 NW 1 ST Hallandale Beach FL 33009,514228140070,,
2013-1157,BD Roofing - Res - Replace,Approved ,,,3/12/2013,,,Plan,,,454 TAMARIND DR Hallandale Beach FL 33009,514226050880,,
1999-1208,BD Roofing - Res - Replace,Approved ,,,4/8/1999,,,Plan,,,612 HIBISCUS DR Hallandale Beach FL 33009,514226030100,,
2013-0828,BD Roofing - Res - Replace,Approved ,,,1/30/2013,,,Plan,,,800 NE 7 ST Hallandale Beach FL 33009,514222132210,,
2013-0294,BD Roofing - Res - Replace,Approved ,,,11/8/2012,,,Plan,,,900 MOFFETT ST Hallandale Beach FL 33009,514222131560,,
2013-0625,BD Roofing - Res - Replace,Approved ,,,1/2/2013,,,Plan,,,301 HOLIDAY DR Hallandale Beach FL 33009,514235030110,,
2002-0892,BD Roofing - Res - Replace,Approved ,,,2/21/2002,,,Plan,,,418 ALAMANDA DR Hallandale Beach FL 33009,514226050340,,
2013-0263,BD Roofing - Res - Replace,Approved ,,,11/5/2012,,,Plan,,,914 NE 8 ST Hallandale Beach FL 33009,514222132083,,
2013-0701,BD Roofing - Res - Replace,Approved ,,,1/15/2013,,,Plan,,,515 NW 7 CT Hallandale Beach FL 33009,514221070320,,
2013-0819,BD Roofing - Res - Replace,Approved ,,,1/29/2013,,,Plan,,,135 SE 5 ST Hallandale Beach FL 33009,514227160550,,
2013-0216,BD Roofing - Res - Replace,Approved ,,,10/29/2012,,,Plan,,,729 SW 4 CT Hallandale Beach FL 33009,514228400590,,
2013-1181,BD Roofing - Res - Replace,Approved ,,,3/13/2013,,,Plan,,,705 NE 6 ST Hallandale Beach FL 33009,514222130720,,
2013-1301,BD Roofing - Res - Replace,Approved ,,,4/2/2013,,,Plan,,,815 SW 2 AVE Hallandale Beach FL 33009,514227180180,,
2012-0302,BD Roofing - Res - Replace,Approved ,,,11/17/2011,,,Plan,,,700 SW 8 AVE Hallandale Beach FL 33009,514228000530,,
PL-BROC-16-03403,BD Roofing - Com - Replace,Approved ,,,9/21/2016,,,Plan,,,646 NW 4 CT HALLANDALE BEACH FL 33009,514221250080,,
2012-2149,BD Roofing - Com - Replace,Approved ,,,8/7/2012,,,Plan,,,750 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228630010,,
2012-0156,BD Roofing - Com - Replace,Approved ,,,10/28/2011,,,Plan,,,735 SW 1 ST Hallandale Beach FL 33009,514228130010,,
PL-BROR-16-03358,BD Roofing - Res - Replace,Approved ,,,9/15/2016,,,Plan,,,308 NE 1 ST HALLANDALE BEACH FL 33009,514227070110,,
2002-2346,BD Roofing - Res - Replace,Approved ,,,8/16/2002,,,Plan,,,119 SW 5 ST Hallandale Beach FL 33009,514227210360,,
PL-BROR-16-02438,BD Roofing - Res - Replace,Approved ,,,6/7/2016,,,Plan,,,912 NE 5 ST HALLANDALE BEACH FL 33009,514222360230,,
PL-BROR-16-02679,BD Roofing - Res - Replace,Approved ,,,7/1/2016,,,Plan,,,504 NW 9 ST HALLANDALE BEACH FL 33009,514221160430,,
2012-1961,BD Roofing - Res - Replace,Approved ,,,7/12/2012,,,Plan,,,103 SW 7 TER Hallandale Beach FL 33009,514228130180,,
2012-1059,BD Roofing - Res - Replace,Approved ,,,3/12/2012,,,Plan,,,1008 FOSTER RD Hallandale Beach FL 33009,514221290050,,
2012-2435,BD Roofing - Res - Replace,Approved ,,,9/21/2012,,,Plan,,,233 SW 11 AVE Hallandale Beach FL 33009,514228340270,,
2012-0762,BD Roofing - Res - Replace,Approved ,,,2/1/2012,,,Plan,,,910 SW 2 CT Hallandale Beach FL 33009,514228340550,,
2012-1748,BD Roofing - Res - Replace,Approved ,,,6/12/2012,,,Plan,,,714 NE 10 ST Hallandale Beach FL 33009,514222CH0000,,
2013-0427,BD Roofing - Res - Replace,Approved ,,,11/28/2012,,,Plan,,,900 DIPLOMAT PKWY Hallandale Beach FL 33009,514226110380,,
2011-1219,BD Roofing - Res - Replace,Approved ,,,4/7/2011,,,Plan,,,461 HOLIDAY DR Hallandale Beach FL 33009,514235020110,,
2012-1948,BD Roofing - Res - Replace,Approved ,,,7/11/2012,,,Plan,,,408 SW 4 TER Hallandale Beach FL 33009,514228260620,,
2012-2298,BD Roofing - Res - Replace,Approved ,,,8/29/2012,,,Plan,,,450 PARADISE ISLE BLVD Unit: B Hallandale Beach FL 33009,514226PX0000,,
2012-2178,BD Roofing - Res - Replace,Approved ,,,8/10/2012,,,Plan,,,2500 DIANA DR Hallandale Beach FL 33009,514226PN0000,,
2012-1794,BD Roofing - Res - Replace,Approved ,,,6/19/2012,,,Plan,,,811 NE 10 ST Hallandale Beach FL 33009,514222131680,,
2013-0143,BD Roofing - Res - Replace,Approved ,,,10/18/2012,,,Plan,,,221 NE 4 CT Hallandale Beach FL 33009,514222320100,,
2012-1185,BD Roofing - Res - Replace,Approved ,,,3/27/2012,,,Plan,,,201 SW 3 ST Hallandale Beach FL 33009,514228310070,,
2012-2304,BD Roofing - Res - Replace,Approved ,,,8/30/2012,,,Plan,,,837 NW 10 ST Hallandale Beach FL 33009,514221230100,,
2012-2115,BD Roofing - Res - Replace,Approved ,,,8/2/2012,,,Plan,,,22 SW 10 ST Hallandale Beach FL 33009,514227180341,,
2013-0393,BD Roofing - Res - Replace,Approved ,,,11/21/2012,,,Plan,,,712 DIPLOMAT PKWY Hallandale Beach FL 33009,514226110350,,
2013-0101,BD Roofing - Res - Replace,Approved ,,,10/12/2012,,,Plan,,,309 SW 8 ST Hallandale Beach FL 33009,514228370030,,
2012-2000,BD Roofing - Res - Replace,Approved ,,,7/17/2012,,,Plan,,,924 NE 6 ST Hallandale Beach FL 33009,514222360150,,
2012-2332,BD Roofing - Res - Replace,Approved ,,,9/5/2012,,,Plan,,,312 HOLIDAY DR Hallandale Beach FL 33009,514226130580,,
PL-BROR-16-00465,BD Roofing - Res - Replace,Approved ,,,11/24/2015,,,Plan,,,448 ALAMANDA DR HALLANDALE BEACH FL 33009,514226050290,,
2006-0887,BD Roofing - Res - Replace,Approved ,,,2/9/2006,,,Plan,,,712 SW 1 ST Hallandale Beach FL 33009,514228140160,,
2015-2023,BD Roofing - Res - Replace,Approved ,,,6/9/2015,,,Plan,,,721 SW 4 ST Hallandale Beach FL 33009,514228400400,,
2014-1815,BD Roofing - Res - Replace,Approved ,,,5/27/2014,,,Plan,,,2735 PARKVIEW DR Hallandale Beach FL 33009,514223140110,,
2012-0832,BD Roofing - Res - Replace,Approved ,,,2/10/2012,,,Plan,,,1043 SW 2 ST Hallandale Beach FL 33009,514228340080,,
2014-2129,BD Roofing - Res - Replace,Approved ,,,7/1/2014,,,Plan,,,2721 PARKVIEW DR Hallandale Beach FL 33009,514223140160,,
PL-BROR-16-04076,BD Roofing - Res - Replace,Approved ,,,12/6/2016,,,Plan,,,810 SW 7 AVE HALLANDALE BEACH FL 33009,514228331200,,
2013-2063,BD Roofing - Res - Replace,Approved ,,,6/19/2013,,,Plan,,,813 NE 3 ST Hallandale Beach FL 33009,514222030050,,
2008-1774,BD Roofing - Com - Replace,Approved ,,,7/14/2008,,,Plan,,,1030 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228000084,,
2009-1758,BD Roofing - Com - Replace,Approved ,,,7/15/2009,,,Plan,,,224 NW 1 AVE Hallandale Beach FL 33009,514228020031,,
2008-2006,BD Roofing - Com - Replace,Approved ,,,8/22/2008,,,Plan,,,826 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228420100,,
2008-1917,BD Roofing - Com - Replace,Approved ,,,8/5/2008,,,Plan,,,950 NE 14 AVE Hallandale Beach FL 33009,514226110500,,
2008-1445,BD Roofing - Com - Replace,Approved ,,,5/27/2008,,,Plan,,,701 THREE ISLANDS BLVD Hallandale Beach FL 33009,514223AC0000,,
2009-0222,BD Roofing - Com - Replace,Approved ,,,11/10/2008,,,Plan,,,1980 S OCEAN DR Unit: FINS2 Hallandale Beach FL 33009,514226BH0000,,
2010-1344,BD Roofing - Com - Replace,Approved ,,,3/15/2010,,,Plan,,,500 N FEDERAL HWY Hallandale Beach FL 33009,514222130470,,
2008-1680,BD Roofing - Com - Replace,Approved ,,,6/27/2008,,,Plan,,,2097 S OCEAN DR Hallandale Beach FL 33009,514226RW0000,,
2008-0248,BD Roofing - Com - Replace,Approved ,,,11/14/2007,,,Plan,,,708 NE 6 ST Hallandale Beach FL 33009,514222130530,,
2009-1002,BD Roofing - Com - Replace,Approved ,,,3/24/2009,,,Plan,,,19 NW 2 AVE Hallandale Beach FL 33009,514228021260,,
2008-2067,BD Roofing - Com - Replace,Approved ,,,9/5/2008,,,Plan,,,105 NW 9 TER Hallandale Beach FL 33009,514228420190,,
2009-1703,BD Roofing - Com - Replace,Approved ,,,7/8/2009,,,Plan,,,229 N DIXIE HWY Hallandale Beach FL 33009,514228020070,,
2009-1495,BD Roofing - Com - Replace,Approved ,,,6/9/2009,,,Plan,,,1008 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228560010,,
2008-2017,BD Roofing - Com - Replace,Approved ,,,8/26/2008,,,Plan,,,705 NW 6 AVE Hallandale Beach FL 33009,514221070231,,
2008-0505,BD Roofing - Com - Replace,Approved ,,,12/27/2007,,,Plan,,,828 PEMBROKE RD Hallandale Beach FL 33009,514221230050,,
2010-1577,BD Roofing - Com - Replace,Approved ,,,4/15/2010,,,Plan,,,300 NW 2 AVE Hallandale Beach FL 33009,514222210230,,
2009-1151,BD Roofing - Res - Replace,Approved ,,,4/16/2009,,,Plan,,,230 SW 7 AVE Hallandale Beach FL 33009,514228400130,,
2009-1553,BD Roofing - Res - Replace,Approved ,,,6/17/2009,,,Plan,,,600 SW 3 AVE Hallandale Beach FL 33009,514228180300,,
2010-0067,BD Roofing - Res - Replace,Approved ,,,10/14/2009,,,Plan,,,853 SW 9 ST Hallandale Beach FL 33009,514228030184,,
2007-1996,BD Roofing - Res - Replace,Approved ,,,7/6/2007,,,Plan,,,26 NW 8 AVE Hallandale Beach FL 33009,514228010066,,
2008-1544,BD Roofing - Res - Replace,Approved ,,,6/11/2008,,,Plan,,,604 NW 4 AVE Hallandale Beach FL 33009,514221170050,,
2008-1304,BD Roofing - Res - Replace,Approved ,,,5/7/2008,,,Plan,,,918 NE 4 CT Hallandale Beach FL 33009,514222360340,,
2008-1100,BD Roofing - Res - Replace,Approved ,,,4/9/2008,,,Plan,,,412 HOLIDAY DR Hallandale Beach FL 33009,514226130520,,
2009-1752,BD Roofing - Res - Replace,Approved ,,,7/15/2009,,,Plan,,,2637 S PARKVIEW DR Hallandale Beach FL 33009,514223141090,,
2009-0531,BD Roofing - Res - Replace,Approved ,,,1/9/2009,,,Plan,,,308 NW 5 TER Hallandale Beach FL 33009,514221180960,,
2009-0714,BD Roofing - Res - Replace,Approved ,,,2/6/2009,,,Plan,,,906 NE 4 ST Hallandale Beach FL 33009,514222360420,,
2010-0746,BD Roofing - Res - Replace,Approved ,,,1/11/2010,,,Plan,,,328 NE 2 ST Hallandale Beach FL 33009,514227270014,,
2009-1795,BD Roofing - Res - Replace,Approved ,,,7/22/2009,,,Plan,,,1001 NE 2 ST Hallandale Beach FL 33009,514227320010,,
2008-0573,BD Roofing - Res - Replace,Approved ,,,1/14/2008,,,Plan,,,900 NE 3 ST Hallandale Beach FL 33009,514222360550,,
2010-1198,BD Roofing - Res - Replace,Approved ,,,2/25/2010,,,Plan,,,100 NE 1 AVE Hallandale Beach FL 33009,514227040060,,
2008-0607,BD Roofing - Res - Replace,Approved ,,,1/22/2008,,,Plan,,,700 NE 1 CT Hallandale Beach FL 33009,514227190090,,
2010-1471,BD Roofing - Res - Replace,Approved ,,,3/30/2010,,,Plan,,,215 NE 10 AVE Hallandale Beach FL 33009,514227010160,,
2009-1608,BD Roofing - Res - Replace,Approved ,,,6/24/2009,,,Plan,,,413 SW 8 ST Hallandale Beach FL 33009,514228270110,,
2009-0356,BD Roofing - Res - Replace,Approved ,,,12/3/2008,,,Plan,,,637 SW 1 ST Hallandale Beach FL 33009,514228100212,,
2008-1015,BD Roofing - Res - Replace,Approved ,,,3/27/2008,,,Plan,,,831 N FEDERAL HWY Hallandale Beach FL 33009,514222020010,,
2010-0929,BD Roofing - Res - Replace,Approved ,,,1/27/2010,,,Plan,,,851 NE 14 AVE Hallandale Beach FL 33009,514222DM0000,,
2009-1664,BD Roofing - Res - Replace,Approved ,,,7/1/2009,,,Plan,,,1007 NE 6 ST Hallandale Beach FL 33009,514222370490,,
2009-0107,BD Roofing - Res - Replace,Approved ,,,10/22/2008,,,Plan,,,113 NW 1 AVE Hallandale Beach FL 33009,514228020920,,
2009-1700,BD Roofing - Res - Replace,Approved ,,,7/8/2009,,,Plan,,,831 SW 3 ST Hallandale Beach FL 33009,514228410040,,
2009-0990,BD Roofing - Res - Replace,Approved ,,,3/20/2009,,,Plan,,,520 SW 1 AVE Hallandale Beach FL 33009,514227210391,,
2008-0226,BD Roofing - Res - Replace,Approved ,,,11/7/2007,,,Plan,,,750 NW 9 AVE Unit: 1 Hallandale Beach FL 33009,514221020120,,
2012-1867,BD Roofing - Res - Replace,Approved ,,,6/27/2012,,,Plan,,,504 NW 6 ST Hallandale Beach FL 33009,514221150220,,
2010-1474,BD Roofing - Res - Replace,Approved ,,,3/30/2010,,,Plan,,,215 NE 10 AVE Hallandale Beach FL 33009,514227010160,,
2008-1352,BD Roofing - Res - Replace,Approved ,,,5/14/2008,,,Plan,,,1001 NW 8 ST Hallandale Beach FL 33009,514221290360,,
2010-1473,BD Roofing - Res - Replace,Approved ,,,3/30/2010,,,Plan,,,215 NE 10 AVE Hallandale Beach FL 33009,514227010160,,
2009-2252,BD Roofing - Res - Replace,Approved ,,,9/24/2009,,,Plan,,,718 NE 3 ST Hallandale Beach FL 33009,514227250050,,
2009-1216,BD Roofing - Res - Replace,Approved ,,,4/29/2009,,,Plan,,,860 NE 12 AVE Hallandale Beach FL 33009,514222DM0000,,
2010-1201,BD Roofing - Res - Replace,Approved ,,,2/25/2010,,,Plan,,,1936 S OCEAN DR Hallandale Beach FL 33009,514226NV0000,,
2010-1472,BD Roofing - Res - Replace,Approved ,,,3/30/2010,,,Plan,,,215 NE 10 AVE Hallandale Beach FL 33009,514227010160,,
2009-0507,BD Roofing - Res - Replace,Approved ,,,1/6/2009,,,Plan,,,1001 SW 4 TER Hallandale Beach FL 33009,514228300450,,
2008-0465,BD Roofing - Res - Replace,Approved ,,,12/20/2007,,,Plan,,,2619 S PARKVIEW DR Hallandale Beach FL 33009,514223141140,,
2008-0777,BD Roofing - Res - Replace,Approved ,,,2/15/2008,,,Plan,,,203 NE 2 AVE Hallandale Beach FL 33009,514227290330,,
2011-1341,BD Roofing - Res - Replace,Approved ,,,4/25/2011,,,Plan,,,701 NE 1 CT Hallandale Beach FL 33009,514227CK0000,,
2008-0463,BD Roofing - Res - Replace,Approved ,,,12/20/2007,,,Plan,,,2623 S PARKVIEW DR Hallandale Beach FL 33009,514223141160,,
2010-0795,BD Roofing - Res - Replace,Approved ,,,1/14/2010,,,Plan,,,1079 SW 3 ST Hallandale Beach FL 33009,514228340320,,
2010-1411,BD Roofing - Res - Replace,Approved ,,,3/23/2010,,,Plan,,,460 PARADISE ISLE BLVD Hallandale Beach FL 33009,514226PY0000,,
2008-2022,BD Roofing - Res - Replace,Approved ,,,8/27/2008,,,Plan,,,324 NE 2 AVE Hallandale Beach FL 33009,514222120130,,
2010-0476,BD Roofing - Res - Replace,Approved ,,,12/4/2009,,,Plan,,,141 NE 10 AVE Hallandale Beach FL 33009,514227AK0000,,
2008-1477,BD Roofing - Res - Replace,Approved ,,,5/30/2008,,,Plan,,,353 LESLIE DR Hallandale Beach FL 33009,514223140730,,
2010-1607,BD Roofing - Res - Replace,Approved ,,,4/21/2010,,,Plan,,,201 SE 10 ST Hallandale Beach FL 33009,514227140810,,
2010-0666,BD Roofing - Res - Replace,Approved ,,,12/31/2009,,,Plan,,,418 SW 2 AVE Hallandale Beach FL 33009,514228310190,,
2009-0547,BD Roofing - Res - Replace,Approved ,,,1/12/2009,,,Plan,,,1011 NW 3 AVE Unit: UTILT Hallandale Beach FL 33009,514221040010,,
2008-0780,BD Roofing - Res - Replace,Approved ,,,2/15/2008,,,Plan,,,609 NW 3 AVE Hallandale Beach FL 33009,514221170090,,
2009-0286,BD Roofing - Res - Replace,Approved ,,,11/21/2008,,,Plan,,,410 GOLDEN ISLES DR Hallandale Beach FL 33009,514226RR0000,,
2009-0466,BD Roofing - Res - Replace,Approved ,,,12/23/2008,,,Plan,,,300 SW 7 AVE Hallandale Beach FL 33009,514228400150,,
2008-0510,BD Roofing - Res - Replace,Approved ,,,1/2/2008,,,Plan,,,817 NW 7 ST Hallandale Beach FL 33009,514221020360,,
2009-0826,BD Roofing - Res - Replace,Approved ,,,2/25/2009,,,Plan,,,714 NW 6 AVE Hallandale Beach FL 33009,514221070230,,
2008-1517,BD Roofing - Res - Replace,Approved ,,,6/6/2008,,,Plan,,,2651 S PARKVIEW DR Hallandale Beach FL 33009,514223140950,,
2009-0546,BD Roofing - Res - Replace,Approved ,,,1/12/2009,,,Plan,,,1011 NW 3 AVE Hallandale Beach FL 33009,514221040010,,
2012-1771,BD Roofing - Res - Replace,Approved ,,,6/14/2012,,,Plan,,,101 SE 4 AVE Hallandale Beach FL 33009,514227240220,,
2010-0765,BD Roofing - Res - Replace,Approved ,,,1/13/2010,,,Plan,,,119 SE 10 ST Hallandale Beach FL 33009,514227140660,,
2008-0630,BD Roofing - Res - Replace,Approved ,,,1/24/2008,,,Plan,,,725 SW 7 TER Hallandale Beach FL 33009,514228190290,,
2009-0177,BD Roofing - Res - Replace,Approved ,,,11/3/2008,,,Plan,,,643 SW 9 ST Hallandale Beach FL 33009,514228330880,,
2009-0924,BD Roofing - Res - Replace,Approved ,,,3/11/2009,,,Plan,,,624 SW 6 AVE Hallandale Beach FL 33009,514228230020,,
2008-0350,BD Roofing - Res - Replace,Approved ,,,12/3/2007,,,Plan,,,404 NW 3 AVE Hallandale Beach FL 33009,514221130010,,
2009-0385,BD Roofing - Res - Replace,Approved ,,,12/9/2008,,,Plan,,,701 SW 4 ST Hallandale Beach FL 33009,514228400450,,
2010-0509,BD Roofing - Res - Replace,Approved ,,,12/9/2009,,,Plan,,,524 HIBISCUS DR Hallandale Beach FL 33009,514226030050,,
2008-1321,BD Roofing - Res - Replace,Approved ,,,5/8/2008,,,Plan,,,413 SW 3 TER Hallandale Beach FL 33009,514228460050,,
2009-2280,BD Roofing - Res - Replace,Approved ,,,9/29/2009,,,Plan,,,2030 S OCEAN DR Unit: POOL Hallandale Beach FL 33009,514226020210,,
2008-1088,BD Roofing - Res - Replace,Approved ,,,4/8/2008,,,Plan,,,138 SW 7 TER Hallandale Beach FL 33009,514228130110,,
2008-0333,BD Roofing - Res - Replace,Approved ,,,11/29/2007,,,Plan,,,304 SW 7 ST Hallandale Beach FL 33009,514228180320,,
2010-1483,BD Roofing - Res - Replace,Approved ,,,3/31/2010,,,Plan,,,819 NE 27 AVE Hallandale Beach FL 33009,514223132040,,
2009-1066,BD Roofing - Res - Replace,Approved ,,,4/3/2009,,,Plan,,,811 NW 5 TER Hallandale Beach FL 33009,514221091080,,
2008-1699,BD Roofing - Res - Replace,Approved ,,,7/2/2008,,,Plan,,,832 SW 10 ST Hallandale Beach FL 33009,514228030210,,
2008-2114,BD Roofing - Res - Replace,Approved ,,,9/11/2008,,,Plan,,,214 SE 8 ST Hallandale Beach FL 33009,514227170140,,
2008-0893,BD Roofing - Res - Replace,Approved ,,,3/5/2008,,,Plan,,,738 SW 9 ST Hallandale Beach FL 33009,514228610020,,
2008-0300,BD Roofing - Res - Replace,Approved ,,,11/20/2007,,,Plan,,,616 MOFFETT ST Hallandale Beach FL 33009,514222131350,,
2010-1340,BD Roofing - Res - Replace,Approved ,,,3/15/2010,,,Plan,,,609 SW 2 AVE Hallandale Beach FL 33009,514228180140,,
2008-0609,BD Roofing - Res - Replace,Approved ,,,1/22/2008,,,Plan,,,704 NE 1 CT Hallandale Beach FL 33009,514227190080,,
2008-0298,BD Roofing - Res - Replace,Approved ,,,11/20/2007,,,Plan,,,900 NE 4 ST Hallandale Beach FL 33009,514222360410,,
2009-0401,BD Roofing - Res - Replace,Approved ,,,12/10/2008,,,Plan,,,1061 SW 2 ST Hallandale Beach FL 33009,514228340050,,
2009-0533,BD Roofing - Res - Replace,Approved ,,,1/9/2009,,,Plan,,,709 NW 4 ST Hallandale Beach FL 33009,514221200320,,
2008-0941,BD Roofing - Res - Replace,Approved ,,,3/14/2008,,,Plan,,,448 POINCIANA DR Hallandale Beach FL 33009,514226050040,,
2010-0927,BD Roofing - Res - Replace,Approved ,,,1/27/2010,,,Plan,,,850 NE 12 AVE Hallandale Beach FL 33009,514222DM0000,,
2012-1975,BD Roofing - Res - Replace,Approved ,,,7/12/2012,,,Plan,,,201 SE 3 ST Hallandale Beach FL 33009,514227340180,,
2008-1150,BD Roofing - Res - Replace,Approved ,,,4/16/2008,,,Plan,,,632 NW 3 CT Hallandale Beach FL 33009,514221180833,,
2002-0223,BD Roofing - Res - Replace,Approved ,,,10/31/2001,,,Plan,,,1893 S OCEAN DR Hallandale Beach FL 33009,514226AJ0000,,
2012-0015,BD Roofing - Res - Replace,Approved ,,,10/5/2011,,,Plan,,,705 NW 5 CT Hallandale Beach FL 33009,514221190520,,
2010-1894,BD Roofing - Res - Replace,Approved ,,,5/26/2010,,,Plan,,,400 NW 7 CT Unit: UTILT Hallandale Beach FL 33009,514221070130,,
2012-0901,BD Roofing - Res - Replace,Approved ,,,2/23/2012,,,Plan,,,111 GOLDEN ISLES DR Hallandale Beach FL 33009,514226GB0000,,
2012-1421,BD Roofing - Res - Replace,Approved ,,,4/27/2012,,,Plan,,,720 SW 4 ST Hallandale Beach FL 33009,514228400230,,
2012-1016,BD Roofing - Res - Replace,Approved ,,,3/7/2012,,,Plan,,,713 NW 1 CT Hallandale Beach FL 33009,514228150170,,
2012-0802,BD Roofing - Res - Replace,Approved ,,,2/8/2012,,,Plan,,,819 NE 8 ST Hallandale Beach FL 33009,514222131981,,
2012-1562,BD Roofing - Res - Replace,Approved ,,,5/17/2012,,,Plan,,,104 NW 1 AVE Hallandale Beach FL 33009,514228021120,,
2012-1074,BD Roofing - Res - Replace,Approved ,,,3/14/2012,,,Plan,,,635 SW 8 ST Hallandale Beach FL 33009,514228330970,,
